Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit
11,OR-000011,09/09/2023,09/14/2023,Second Class,CUST-0408,Diana Miller,Corporate,United States,Houston,Massachusetts,15938,East,PROD-0097,Furniture,Tables,Coffee Table,1739.53,8,0.26,659.49
12,OR-000012,09/03/2023,09/10/2023,Standard Class,CUST-0217,Diana Miller,Corporate,United States,Chicago,Florida,20428,South,PROD-0082,Furniture,Furnishings,Product,218.08,1,0.01,81.06
13,OR-000013,03/31/2023,04/04/2023,Same Day,CUST-0083,John Smith,Corporate,United States,Houston,Illinois,79016,Central,PROD-0093,Office Supplies,Labels,Shipping Labels,244.84,1,0.3,78.18
14,OR-000014,01/07/2023,01/14/2023,Standard Class,CUST-0016,Hannah Lee,Home Office,United States,Houston,Ohio,53492,Central,PROD-0082,Office Supplies,Paper,Sticky Notes,323.42,2,0.07,74.75
15,OR-000015,03/03/2023,03/06/2023,Same Day,CUST-0182,Bob Johnson,Consumer,United States,Los Angeles,Massachusetts,60065,East,PROD-0001,Technology,Accessories,Webcam,2048.34,8,0.22,796.47
16,OR-000016,08/17/2023,08/23/2023,First Class,CUST-0194,George Martinez,Consumer,United States,Houston,Georgia,30455,South,PROD-0016,Office Supplies,Binders,3-Ring Binder,1560.92,6,0.22,323.68
17,OR-000017,08/09/2023,08/16/2023,Standard Class,CUST-0151,Charlie Wilson,Home Office,United States,New York,Pennsylvania,97137,East,PROD-0085,Furniture,Tables,Coffee Table,1283.18,6,0.07,306.77
18,OR-000018,08/17/2023,08/22/2023,Second Class,CUST-0144,Alice Brown,Corporate,United States,Houston,Massachusetts,27974,East,PROD-0077,Office Supplies,Binders,3-Ring Binder,81.6,4,0.11,30.23
19,OR-000019,06/05/2023,06/12/2023,First Class,CUST-0194,Edward Davis,Home Office,United States,New York,Georgia,19477,South,PROD-0033,Technology,Accessories,Keyboard,1951.34,7,0.23,766.03
20,OR-000020,09/13/2023,09/15/2023,Same Day,CUST-0165,Diana Miller,Home Office,United States,Chicago,Pennsylvania,65113,East,PROD-0091,Technology,Computers,Tablet,1704.99,9,0.02,603.18
21,OR-000021,05/30/2023,06/03/2023,First Class,CUST-0388,Charlie Wilson,Home Office,United States,Houston,Oregon,26013,West,PROD-0012,Office Supplies,Labels,Shipping Labels,608.81,2,0.19,234.32
22,OR-000022,04/16/2023,04/21/2023,Second Class,CUST-0343,Jane Doe,Consumer,United States,Houston,Florida,93286,South,PROD-0076,Technology,Accessories,Webcam,2205.32,7,0.23,855.5
23,OR-000023,06/15/2023,06/20/2023,Standard Class,CUST-0232,Alice Brown,Consumer,United States,Chicago,Oregon,32114,West,PROD-0088,Furniture,Bookcases,Standard Bookcase,94.19,2,0.09,35.69
24,OR-000024,10/26/2023,10/28/2023,Same Day,CUST-0360,Hannah Lee,Corporate,United States,Houston,Washington,48076,West,PROD-0019,Office Supplies,Storage,File Box,900.19,3,0.09,170.07
25,OR-000025,08/02/2023,08/06/2023,Second Class,CUST-0428,Charlie Wilson,Corporate,United States,New York,California,57547,West,PROD-0086,Office Supplies,Paper,Copy Paper,402.34,3,0.19,62.86
26,OR-000026,01/27/2023,01/28/2023,Standard Class,CUST-0495,George Martinez,Corporate,United States,Los Angeles,California,48423,West,PROD-0073,Office Supplies,Labels,Shipping Labels,39.07,1,0.26,10.24
27,OR-000027,04/19/2023,04/23/2023,Second Class,CUST-0462,Fiona Garcia,Home Office,United States,New York,Pennsylvania,99307,East,PROD-0014,Office Supplies,Labels,Shipping Labels,400.83,8,0.01,122.53
28,OR-000028,08/02/2023,08/09/2023,Standard Class,CUST-0086,George Martinez,Consumer,United States,Los Angeles,Oregon,63253,West,PROD-0061,Technology,Phones,Office Phone,432.86,4,0.18,137.8
29,OR-000029,04/02/2023,04/09/2023,Standard Class,CUST-0094,George Martinez,Corporate,United States,Chicago,Massachusetts,44497,East,PROD-0020,Technology,Copiers,Copier Machine,3792.26,9,0.15,834.69
30,OR-000030,06/28/2023,07/02/2023,First Class,CUST-0147,Hannah Lee,Consumer,United States,Los Angeles,Texas,33725,Central,PROD-0044,Office Supplies,Storage,Storage Bin,589.36,4,0.23,77.61
31,OR-000031,08/28/2023,09/04/2023,Same Day,CUST-0092,Jane Doe,Consumer,United States,Chicago,Georgia,78880,South,PROD-0048,Furniture,Bookcases,Corner Bookcase,128.75,2,0.1,48.13
32,OR-000032,11/01/2023,11/05/2023,Standard Class,CUST-0113,Alice Brown,Home Office,United States,New York,New York,76815,East,PROD-0055,Furniture,Bookcases,Standard Bookcase,1533.63,6,0.06,233.12
33,OR-000033,07/31/2023,08/03/2023,Same Day,CUST-0121,Fiona Garcia,Consumer,United States,Los Angeles,Georgia,68261,South,PROD-0049,Furniture,Tables,Conference Table,1704.9,5,0.0,248.68
34,OR-000034,04/26/2023,04/30/2023,Same Day,CUST-0049,Hannah Lee,Corporate,United States,Los Angeles,Oregon,38319,West,PROD-0073,Furniture,Chairs,Ergonomic Chair,224.15,1,0.17,28.45
35,OR-000035,07/22/2023,07/25/2023,First Class,CUST-0316,Bob Johnson,Consumer,United States,Los Angeles,Massachusetts,51941,East,PROD-0087,Furniture,Chairs,Executive Chair,2710.04,7,0.02,1038.91
36,OR-000036,12/05/2023,12/11/2023,First Class,CUST-0337,Bob Johnson,Corporate,United States,Chicago,Pennsylvania,10466,East,PROD-0007,Office Supplies,Paper,Sticky Notes,422.67,3,0.24,117.32
37,OR-000037,01/27/2023,02/01/2023,Standard Class,CUST-0307,Charlie Wilson,Home Office,United States,Houston,Georgia,46976,South,PROD-0013,Furniture,Chairs,Conference Chair,270.76,3,0.12,95.45
38,OR-000038,03/22/2023,03/23/2023,Same Day,CUST-0239,Bob Johnson,Home Office,United States,Los Angeles,Ohio,72567,Central,PROD-0029,Office Supplies,Paper,Sticky Notes,1132.79,4,0.16,431.67
39,OR-000039,03/14/2023,03/15/2023,First Class,CUST-0176,Alice Brown,Corporate,United States,New York,Washington,46536,West,PROD-0097,Technology,Computers,Laptop,1006.7,6,0.2,351.03
40,OR-000040,10/03/2023,10/09/2023,Standard Class,CUST-0151,John Smith,Corporate,United States,New York,Pennsylvania,95634,East,PROD-0076,Office Supplies,Labels,Shipping Labels,107.62,9,0.22,40.7
41,OR-000041,07/15/2023,07/19/2023,Second Class,CUST-0266,Hannah Lee,Consumer,United States,New York,Massachusetts,86817,East,PROD-0065,Furniture,Chairs,Executive Chair,471.73,4,0.05,162.39
42,OR-000042,05/30/2023,06/05/2023,Standard Class,CUST-0143,Edward Davis,Home Office,United States,Chicago,Illinois,35814,Central,PROD-0054,Office Supplies,Paper,Notebook,1105.2,5,0.25,143.92
43,OR-000043,03/23/2023,03/30/2023,First Class,CUST-0351,Diana Miller,Consumer,United States,Houston,Illinois,53638,Central,PROD-0009,Office Supplies,Storage,File Box,2565.05,10,0.21,977.58
44,OR-000044,05/08/2023,05/13/2023,Same Day,CUST-0268,Jane Doe,Corporate,United States,Los Angeles,Illinois,61055,Central,PROD-0001,Furniture,Tables,Coffee Table,3002.91,8,0.24,1060.56
45,OR-000045,03/12/2023,03/19/2023,Second Class,CUST-0377,George Martinez,Consumer,United States,Chicago,Florida,95261,South,PROD-0081,Furniture,Bookcases,Standard Bookcase,638.44,7,0.07,170.19
46,OR-000046,07/31/2023,08/05/2023,Second Class,CUST-0484,John Smith,Consumer,United States,Los Angeles,Georgia,78812,South,PROD-0025,Furniture,Furnishings,Product,460.74,2,0.25,156.62
47,OR-000047,08/24/2023,08/30/2023,Second Class,CUST-0466,Diana Miller,Home Office,United States,New York,Pennsylvania,35384,East,PROD-0100,Technology,Copiers,Copier Machine,1566.55,7,0.25,182.85
48,OR-000048,01/15/2023,01/19/2023,Same Day,CUST-0347,Jane Doe,Home Office,United States,New York,North Carolina,95196,South,PROD-0059,Office Supplies,Paper,Sticky Notes,326.03,1,0.08,80.92
49,OR-000049,03/24/2023,03/26/2023,Standard Class,CUST-0065,Charlie Wilson,Home Office,United States,Houston,Oregon,40920,West,PROD-0017,Office Supplies,Binders,3-Ring Binder,145.74,1,0.22,25.64
50,OR-000050,12/31/2023,01/03/2024,Standard Class,CUST-0144,Edward Davis,Home Office,United States,Los Angeles,Georgia,84355,South,PROD-0083,Technology,Copiers,Copier Machine,528.07,4,0.23,108.35
51,OR-000051,12/21/2023,12/22/2023,Same Day,CUST-0136,Charlie Wilson,Corporate,United States,Houston,Florida,50978,South,PROD-0016,Furniture,Furnishings,Product,1732.14,9,0.21,447.52
52,OR-000052,10/25/2023,10/31/2023,Standard Class,CUST-0050,Jane Doe,Corporate,United States,Los Angeles,Florida,57093,South,PROD-0067,Furniture,Furnishings,Product,849.19,6,0.22,213.03
53,OR-000053,07/25/2023,07/27/2023,Second Class,CUST-0010,George Martinez,Consumer,United States,Los Angeles,Oregon,36927,West,PROD-0094,Furniture,Bookcases,Standard Bookcase,2007.29,7,0.24,773.5
54,OR-000054,02/19/2023,02/21/2023,Standard Class,CUST-0494,Alice Brown,Consumer,United States,New York,Illinois,95022,Central,PROD-0032,Technology,Phones,Office Phone,345.14,6,0.16,51.17
55,OR-000055,09/01/2023,09/07/2023,Second Class,CUST-0082,Diana Miller,Corporate,United States,Houston,New York,59717,East,PROD-0008,Furniture,Chairs,Ergonomic Chair,2089.08,8,0.1,595.69
56,OR-000056,09/24/2023,09/26/2023,First Class,CUST-0347,Jane Doe,Consumer,United States,Chicago,Florida,72399,South,PROD-0040,Technology,Copiers,Copier Machine,725.15,2,0.22,261.63
57,OR-000057,07/18/2023,07/23/2023,Same Day,CUST-0413,Diana Miller,Consumer,United States,Chicago,Texas,58668,Central,PROD-0026,Technology,Computers,Laptop,2827.31,9,0.22,864.37
58,OR-000058,03/31/2023,04/03/2023,Second Class,CUST-0449,Diana Miller,Corporate,United States,Chicago,Washington,25061,West,PROD-0089,Technology,Phones,Office Phone,578.94,4,0.02,94.02
59,OR-000059,07/30/2023,08/05/2023,First Class,CUST-0083,Charlie Wilson,Home Office,United States,Houston,Texas,79000,Central,PROD-0099,Furniture,Tables,Dining Table,1781.01,6,0.21,427.04
60,OR-000060,10/23/2023,10/26/2023,First Class,CUST-0373,Bob Johnson,Corporate,United States,Chicago,Ohio,91513,Central,PROD-0002,Technology,Copiers,Copier Machine,1483.21,9,0.3,521.11
61,OR-000061,08/22/2023,08/25/2023,Standard Class,CUST-0031,John Smith,Corporate,United States,Los Angeles,Georgia,45223,South,PROD-0068,Office Supplies,Binders,3-Ring Binder,171.38,4,0.18,50.57
62,OR-000062,02/14/2023,02/21/2023,Same Day,CUST-0394,Alice Brown,Consumer,United States,Chicago,Massachusetts,99492,East,PROD-0085,Technology,Copiers,Copier Machine,811.15,8,0.23,168.88
63,OR-000063,08/09/2023,08/12/2023,Standard Class,CUST-0041,Hannah Lee,Home Office,United States,Chicago,Massachusetts,92255,East,PROD-0041,Furniture,Furnishings,Product,2456.32,9,0.16,522.58
64,OR-000064,11/28/2023,11/29/2023,Second Class,CUST-0179,Hannah Lee,Home Office,United States,Houston,Florida,85667,South,PROD-0067,Technology,Computers,Laptop,1258.79,4,0.02,340.13
65,OR-000065,04/15/2023,04/16/2023,Second Class,CUST-0467,George Martinez,Consumer,United States,Los Angeles,Washington,66538,West,PROD-0006,Furniture,Tables,Conference Table,619.36,4,0.19,92.33
66,OR-000066,09/13/2023,09/14/2023,Standard Class,CUST-0103,Bob Johnson,Corporate,United States,New York,Massachusetts,33569,East,PROD-0075,Furniture,Tables,Coffee Table,889.5,10,0.23,242.19
67,OR-000067,04/01/2023,04/03/2023,First Class,CUST-0278,John Smith,Home Office,United States,New York,North Carolina,45164,South,PROD-0091,Office Supplies,Binders,3-Ring Binder,367.08,4,0.05,55.48
68,OR-000068,03/25/2023,03/27/2023,Same Day,CUST-0280,Edward Davis,Corporate,United States,Chicago,North Carolina,54751,South,PROD-0056,Office Supplies,Labels,Shipping Labels,747.43,4,0.21,190.34
69,OR-000069,10/30/2023,11/03/2023,Second Class,CUST-0445,Edward Davis,Consumer,United States,Chicago,Florida,62548,South,PROD-0036,Technology,Phones,Mobile Phone,1922.13,8,0.24,748.83
70,OR-000070,11/22/2023,11/24/2023,First Class,CUST-0433,John Smith,Consumer,United States,New York,Illinois,12869,Central,PROD-0014,Office Supplies,Binders,3-Ring Binder,1269.0,4,0.07,312.4
71,OR-000071,09/02/2023,09/07/2023,Second Class,CUST-0068,Fiona Garcia,Home Office,United States,Houston,North Carolina,24210,South,PROD-0053,Technology,Copiers,Copier Machine,1195.94,8,0.05,332.82
72,OR-000072,07/17/2023,07/21/2023,Same Day,CUST-0062,Hannah Lee,Consumer,United States,New York,New York,59464,East,PROD-0043,Office Supplies,Paper,Notebook,134.64,4,0.28,35.85
73,OR-000073,03/14/2023,03/18/2023,First Class,CUST-0256,Jane Doe,Consumer,United States,New York,North Carolina,56323,South,PROD-0058,Furniture,Bookcases,Standard Bookcase,170.82,2,0.1,21.74
74,OR-000074,01/16/2023,01/22/2023,Same Day,CUST-0494,Alice Brown,Home Office,United States,New York,Texas,34578,Central,PROD-0015,Office Supplies,Labels,Shipping Labels,1410.71,5,0.24,319.2
75,OR-000075,01/15/2023,01/20/2023,Same Day,CUST-0107,John Smith,Home Office,United States,Houston,Pennsylvania,99744,East,PROD-0067,Technology,Computers,Tablet,507.26,3,0.08,145.77
76,OR-000076,08/26/2023,08/29/2023,Second Class,CUST-0157,Charlie Wilson,Consumer,United States,New York,California,57842,West,PROD-0022,Technology,Copiers,Copier Machine,384.47,1,0.15,147.92
77,OR-000077,03/17/2023,03/23/2023,Same Day,CUST-0271,Fiona Garcia,Home Office,United States,New York,North Carolina,29797,South,PROD-0031,Furniture,Tables,Conference Table,1642.13,7,0.28,364.94
78,OR-000078,11/28/2023,12/04/2023,Second Class,CUST-0396,Fiona Garcia,Corporate,United States,Los Angeles,Ohio,17429,Central,PROD-0058,Office Supplies,Labels,Shipping Labels,3131.14,9,0.28,986.34
79,OR-000079,06/26/2023,06/28/2023,Standard Class,CUST-0046,Bob Johnson,Consumer,United States,New York,Oregon,91288,West,PROD-0039,Technology,Computers,Laptop,654.15,7,0.03,137.09
80,OR-000080,09/12/2023,09/18/2023,Same Day,CUST-0145,Charlie Wilson,Consumer,United States,New York,Texas,43022,Central,PROD-0008,Technology,Computers,Tablet,2554.44,10,0.29,311.5
81,OR-000081,03/31/2023,04/06/2023,Standard Class,CUST-0172,Charlie Wilson,Corporate,United States,New York,New York,12686,East,PROD-0026,Furniture,Bookcases,Standard Bookcase,1013.75,3,0.01,251.98
82,OR-000082,09/20/2023,09/24/2023,Second Class,CUST-0053,Hannah Lee,Home Office,United States,Houston,Ohio,18794,Central,PROD-0050,Office Supplies,Paper,Sticky Notes,3119.25,7,0.05,579.5
83,OR-000083,04/13/2023,04/17/2023,First Class,CUST-0333,Bob Johnson,Home Office,United States,Chicago,Florida,96805,South,PROD-0069,Office Supplies,Storage,Storage Bin,723.07,7,0.2,257.36
84,OR-000084,01/09/2023,01/12/2023,Second Class,CUST-0161,Jane Doe,Consumer,United States,Chicago,North Carolina,74004,South,PROD-0078,Technology,Copiers,Copier Machine,1798.81,8,0.02,703.39
85,OR-000085,11/17/2023,11/23/2023,Standard Class,CUST-0446,George Martinez,Consumer,United States,Houston,North Carolina,12707,South,PROD-0072,Technology,Accessories,Webcam,696.28,3,0.28,150.61
86,OR-000086,07/05/2023,07/11/2023,Same Day,CUST-0162,Charlie Wilson,Consumer,United States,New York,Illinois,10311,Central,PROD-0003,Office Supplies,Paper,Notebook,1282.92,6,0.04,211.04
87,OR-000087,10/19/2023,10/25/2023,Same Day,CUST-0196,Diana Miller,Home Office,United States,Houston,Massachusetts,89895,East,PROD-0073,Technology,Phones,Office Phone,799.45,2,0.19,237.56
88,OR-000088,08/14/2023,08/15/2023,Same Day,CUST-0111,George Martinez,Corporate,United States,Chicago,Washington,25135,West,PROD-0060,Technology,Copiers,Copier Machine,1444.48,5,0.12,557.16
89,OR-000089,04/19/2023,04/25/2023,Second Class,CUST-0125,Diana Miller,Consumer,United States,Houston,Oregon,63432,West,PROD-0008,Furniture,Tables,Coffee Table,977.7,6,0.28,378.6
90,OR-000090,07/23/2023,07/24/2023,First Class,CUST-0305,Alice Brown,Corporate,United States,Chicago,Washington,71890,West,PROD-0097,Technology,Copiers,Copier Machine,446.19,2,0.25,106.71
91,OR-000091,06/12/2023,06/15/2023,Second Class,CUST-0464,Fiona Garcia,Consumer,United States,Houston,Pennsylvania,12849,East,PROD-0051,Furniture,Tables,Conference Table,716.25,2,0.21,106.05
92,OR-000092,01/14/2023,01/20/2023,Second Class,CUST-0436,Hannah Lee,Consumer,United States,Chicago,Florida,74528,South,PROD-0091,Technology,Copiers,Copier Machine,1215.65,4,0.09,307.82
93,OR-000093,07/24/2023,07/27/2023,Same Day,CUST-0073,George Martinez,Corporate,United States,Chicago,Washington,33824,West,PROD-0009,Office Supplies,Labels,Address Labels,579.5,2,0.3,89.17
94,OR-000094,09/27/2023,10/01/2023,Second Class,CUST-0243,Alice Brown,Consumer,United States,Chicago,Illinois,24868,Central,PROD-0003,Office Supplies,Labels,Shipping Labels,3644.27,9,0.05,1212.86
95,OR-000095,10/10/2023,10/14/2023,First Class,CUST-0274,Bob Johnson,Home Office,United States,Chicago,New York,23583,East,PROD-0099,Furniture,Chairs,Executive Chair,2275.02,5,0.08,723.67
96,OR-000096,10/06/2023,10/11/2023,Standard Class,CUST-0358,Fiona Garcia,Consumer,United States,Chicago,Illinois,63170,Central,PROD-0039,Technology,Phones,Mobile Phone,302.7,2,0.08,93.64
97,OR-000097,02/18/2023,02/20/2023,Same Day,CUST-0314,Bob Johnson,Consumer,United States,Houston,Florida,79105,South,PROD-0021,Furniture,Tables,Dining Table,2114.1,8,0.29,581.21
98,OR-000098,04/27/2023,04/30/2023,Standard Class,CUST-0393,Jane Doe,Home Office,United States,New York,Georgia,30169,South,PROD-0039,Technology,Phones,Office Phone,913.72,4,0.16,360.25
99,OR-000099,07/18/2023,07/23/2023,Standard Class,CUST-0412,Hannah Lee,Consumer,United States,Houston,North Carolina,66756,South,PROD-0018,Furniture,Tables,Coffee Table,756.38,2,0.11,206.09
100,OR-000100,08/05/2023,08/10/2023,First Class,CUST-0343,Diana Miller,Consumer,United States,Houston,Florida,93213,South,PROD-0019,Office Supplies,Labels,Shipping Labels,3814.78,10,0.19,1487.94
101,OR-000101,01/17/2023,01/22/2023,First Class,CUST-0058,Alice Brown,Corporate,United States,Los Angeles,New York,64576,East,PROD-0094,Technology,Accessories,Webcam,355.07,1,0.04,118.41
102,OR-000102,08/14/2023,08/19/2023,Second Class,CUST-0199,Fiona Garcia,Home Office,United States,Houston,New York,80625,East,PROD-0019,Technology,Copiers,Copier Machine,475.94,5,0.21,69.7
103,OR-000103,10/26/2023,11/01/2023,First Class,CUST-0141,Diana Miller,Home Office,United States,Houston,Illinois,82158,Central,PROD-0008,Technology,Copiers,Copier Machine,3757.51,10,0.12,1077.79
104,OR-000104,06/06/2023,06/07/2023,Second Class,CUST-0443,Jane Doe,Corporate,United States,Los Angeles,Ohio,13930,Central,PROD-0003,Technology,Phones,Mobile Phone,414.29,6,0.1,116.4
105,OR-000105,01/23/2023,01/29/2023,Same Day,CUST-0215,Alice Brown,Corporate,United States,Houston,New York,99807,East,PROD-0083,Furniture,Tables,Coffee Table,1968.74,7,0.15,671.86
106,OR-000106,02/15/2023,02/17/2023,Standard Class,CUST-0291,Diana Miller,Consumer,United States,Chicago,Massachusetts,95135,East,PROD-0051,Furniture,Tables,Coffee Table,575.77,7,0.28,225.46
107,OR-000107,07/11/2023,07/12/2023,First Class,CUST-0396,Alice Brown,Corporate,United States,Houston,Georgia,41478,South,PROD-0049,Technology,Accessories,Webcam,2139.87,8,0.17,724.83
108,OR-000108,10/27/2023,10/29/2023,Second Class,CUST-0121,Edward Davis,Home Office,United States,Houston,Massachusetts,11290,East,PROD-0063,Furniture,Furnishings,Product,1908.45,9,0.23,448.57
109,OR-000109,06/03/2023,06/08/2023,Standard Class,CUST-0476,Fiona Garcia,Consumer,United States,Houston,Georgia,70280,South,PROD-0093,Furniture,Furnishings,Product,89.39,1,0.2,17.51
110,OR-000110,10/05/2023,10/10/2023,Same Day,CUST-0339,Charlie Wilson,Corporate,United States,Chicago,Texas,36021,Central,PROD-0011,Technology,Copiers,Copier Machine,175.49,8,0.2,60.12
111,OR-000111,11/28/2023,11/29/2023,Same Day,CUST-0456,Alice Brown,Consumer,United States,New York,Ohio,33135,Central,PROD-0033,Technology,Computers,Tablet,1040.61,4,0.22,178.92
112,OR-000112,03/12/2023,03/13/2023,Second Class,CUST-0230,Alice Brown,Home Office,United States,Houston,Florida,47576,South,PROD-0038,Office Supplies,Binders,5-Ring Binder,1602.44,6,0.18,590.72
113,OR-000113,08/02/2023,08/06/2023,Second Class,CUST-0467,John Smith,Consumer,United States,New York,California,43897,West,PROD-0037,Office Supplies,Binders,3-Ring Binder,165.94,1,0.27,49.51
114,OR-000114,10/10/2023,10/14/2023,Same Day,CUST-0091,Hannah Lee,Corporate,United States,New York,Georgia,81079,South,PROD-0001,Technology,Phones,Mobile Phone,802.14,7,0.2,300.93
115,OR-000115,06/07/2023,06/14/2023,Same Day,CUST-0373,Bob Johnson,Consumer,United States,Houston,Oregon,82467,West,PROD-0045,Furniture,Furnishings,Product,2354.18,8,0.24,406.09
116,OR-000116,01/01/2024,01/05/2024,First Class,CUST-0391,Hannah Lee,Corporate,United States,New York,North Carolina,66201,South,PROD-0060,Office Supplies,Binders,3-Ring Binder,3857.7,10,0.16,1192.37
117,OR-000117,02/18/2023,02/22/2023,First Class,CUST-0175,John Smith,Consumer,United States,Chicago,North Carolina,64284,South,PROD-0018,Furniture,Tables,Dining Table,2716.84,7,0.08,679.61
118,OR-000118,09/09/2023,09/13/2023,First Class,CUST-0067,Charlie Wilson,Corporate,United States,Chicago,Ohio,29194,Central,PROD-0088,Office Supplies,Storage,Storage Bin,21.76,2,0.2,3.73
119,OR-000119,11/05/2023,11/07/2023,Standard Class,CUST-0459,John Smith,Consumer,United States,Houston,Ohio,12151,Central,PROD-0008,Technology,Copiers,Copier Machine,309.17,1,0.28,105.44
120,OR-000120,10/01/2023,10/02/2023,Second Class,CUST-0202,Alice Brown,Corporate,United States,Chicago,California,79996,West,PROD-0073,Technology,Accessories,Keyboard,1650.97,8,0.21,379.11
121,OR-000121,01/24/2023,01/26/2023,Second Class,CUST-0399,Bob Johnson,Consumer,United States,Houston,California,70511,West,PROD-0074,Office Supplies,Paper,Notebook,2221.18,6,0.17,753.03
122,OR-000122,06/21/2023,06/24/2023,Same Day,CUST-0096,John Smith,Home Office,United States,New York,California,90307,West,PROD-0010,Furniture,Furnishings,Product,1259.13,4,0.25,169.75
123,OR-000123,11/22/2023,11/25/2023,Standard Class,CUST-0194,John Smith,Consumer,United States,Houston,Massachusetts,94559,East,PROD-0055,Office Supplies,Storage,Storage Bin,1838.1,8,0.11,695.59
124,OR-000124,08/06/2023,08/08/2023,Second Class,CUST-0447,John Smith,Corporate,United States,Houston,New York,64141,East,PROD-0054,Technology,Phones,Mobile Phone,2531.22,8,0.14,429.46
125,OR-000125,07/19/2023,07/22/2023,Second Class,CUST-0254,Charlie Wilson,Consumer,United States,New York,Massachusetts,65917,East,PROD-0001,Office Supplies,Labels,Shipping Labels,2875.2,8,0.0,496.93
126,OR-000126,12/15/2023,12/18/2023,First Class,CUST-0406,Edward Davis,Consumer,United States,Chicago,Pennsylvania,48892,East,PROD-0018,Furniture,Chairs,Ergonomic Chair,1976.4,8,0.22,330.8
127,OR-000127,08/15/2023,08/21/2023,Same Day,CUST-0129,Fiona Garcia,Home Office,United States,New York,Florida,83952,South,PROD-0032,Technology,Copiers,Copier Machine,131.13,1,0.18,18.27
128,OR-000128,02/22/2023,02/25/2023,Second Class,CUST-0293,Edward Davis,Consumer,United States,Los Angeles,New York,54971,East,PROD-0074,Furniture,Tables,Coffee Table,1441.58,5,0.06,190.4
129,OR-000129,02/26/2023,03/03/2023,Same Day,CUST-0425,Bob Johnson,Corporate,United States,Chicago,New York,11201,East,PROD-0086,Technology,Computers,Laptop,622.98,10,0.27,89.81
130,OR-000130,12/23/2023,12/27/2023,Second Class,CUST-0187,Hannah Lee,Home Office,United States,Houston,Texas,30624,Central,PROD-0035,Technology,Accessories,Mouse,348.44,7,0.11,100.92
131,OR-000131,03/23/2023,03/26/2023,Standard Class,CUST-0117,Jane Doe,Home Office,United States,Chicago,California,94972,West,PROD-0082,Furniture,Furnishings,Product,1857.36,5,0.09,479.23
132,OR-000132,02/16/2023,02/17/2023,First Class,CUST-0216,Edward Davis,Home Office,United States,Los Angeles,Oregon,79930,West,PROD-0071,Office Supplies,Storage,File Box,395.57,6,0.13,96.48
133,OR-000133,09/05/2023,09/08/2023,First Class,CUST-0116,Fiona Garcia,Home Office,United States,Los Angeles,Georgia,88968,South,PROD-0064,Technology,Copiers,Copier Machine,3336.41,8,0.03,764.05
134,OR-000134,12/25/2023,01/01/2024,Same Day,CUST-0157,Diana Miller,Consumer,United States,New York,North Carolina,24020,South,PROD-0030,Technology,Copiers,Copier Machine,443.54,4,0.21,168.52
135,OR-000135,03/17/2023,03/24/2023,Same Day,CUST-0030,Diana Miller,Consumer,United States,Chicago,Georgia,10928,South,PROD-0036,Technology,Computers,Laptop,1875.84,6,0.2,491.28
